"","combined_pvalue","adjusted_pvalue"
"OPA1",0.888976758154725,1
"SNX9",0.124449582950773,1
"FAH",0.227298436081201,1
"SLC39A10",0.720862223099249,1
"TRAPPC13",0.424324526531692,1
"DUSP10",0.270675171101949,1
"HSP90AB1",0.193848177826554,1
"MBD2",0.00989055038591313,0.741032455281525
"TXNIP",0.000786052281179228,0.11163422491886
"ANXA9",0.115680833689004,1
"DPP3",0.498278450649218,1
"TMBIM6",0.00248267479812314,0.264328116930936
"ADD1",0.45768533486455,1
"TMEM63B",0.555411014827791,1
"IGFBP7",3.86819301811947e-07,0.000144304670534247
"H1FX",0.000374101018874806,0.0600108250276633
"ALDH1B1",0.174947258569435,1
"TXNDC17",0.198085130359109,1
"CFDP1",0.564063848358041,1
"TAF7",0.435637564731747,1
"PARK7",0.224416491691891,1
"HMOX2",0.330804907716452,1
"MTRNR2L8",0.00163042633962263,0.190906766621901
"PAF1",0.262052190317548,1
"C16orf72",0.440897870313457,1
"CD276",0.341438585887177,1
"MMP2",1.73992317426541e-05,0.00445383562239992
"YPEL5",0.0923357863096138,1
"NBEAL2",0.0147950241670908,0.988883529866011
"PSMG2",0.895949555583671,1
"GOLPH3",0.252044263403894,1
"PABPC1",0.097116628417491,1
"ACTG1",0.00588540938728865,0.506671913900554
"KIAA1217",0.00458676374981215,0.421247218005741
"ATP5G2",0.378680263519071,1
"LRP11",0.604564111602532,1
"FXYD3",6.82787160144471e-14,1.02682711515175e-10
"ARL6IP5",0.0392333793815168,1
"H2AFY",0.511991320575597,1
"FASN",0.022273834669527,1
"RPS29",0.0316482988758742,1
"MRPL21",0.13105528588971,1
"ADSSL1",0.152253651025003,1
"LGALS1",0.00594543840932532,0.51001504125439
"REL",0.527313882079991,1
"CPSF2",0.444289013291359,1
"MYL6",0.266874904318336,1
"SNRPF",0.801334864323135,1
"DUSP23",0.207228459180317,1
"RPS26",0.122295600783,1
"CYCS",0.0166979540495149,1
"NUDC",0.172526704776583,1
"SUV420H1",0.74655225163901,1
"TBL1XR1",0.294336670979136,1
"PDLIM2",0.799695776431424,1
"ARPP19",0.0435283321972563,1
"DDX18",0.303841080749146,1
"ACTB",0.00434632495754228,0.405353990929999
"GATA3",0.00315241735638444,0.315399205333206
"GGH",0.00260967151727398,0.274809414410731
"YWHAH",0.979036011529456,1
"HTRA1",1.66533453693773e-16,4.21803179523183e-13
"LSM5",0.122169697685238,1
"MBD3",0.461512316459655,1
"MARCH2",0.39205625788056,1
"ADAM10",0.0258465808499431,1
"C9orf91",0.395641374583225,1
"LPGAT1",0.0042699546565374,0.400560259059214
"CHCHD5",0.392408666276018,1
"NUP54",0.564652577903151,1
"RPS9",5.55111512312578e-17,1.6696375856126e-13
"RAB30",0.00176238281614766,0.204862217661796
"SELO",0.264257617468614,1
"CASC3",0.0444670796681627,1
"EIF4A3",0.745738735697767,1
"CYB5A",0.000648844361219869,0.095782219371777
"EHBP1L1",0.68938945313042,1
"SNX4",0.299696243115225,1
"EHD1",0.931820013300471,1
"IRX5",0.00387558180038605,0.36932396622967
"TBP",0.563630040567011,1
"RPS21",0.394673051117823,1
"MARCKSL1",0.0406788862298655,1
"TOMM20",0.182495363633381,1
"LARS",0.227847916660784,1
"CDC73",0.294981776865601,1
"TMEM181",0.652682773538593,1
"SMDT1",0.190743534407766,1
"AC074033.1",0.325484723158756,1
"RB1",0.652199831817956,1
"RALGDS",0.0199772287449316,1
"NGRN",0.669132665843634,1
"STAB1",0.0249046577537635,1
"PSMB1",0.191651461124132,1
"ACADVL",0.0454235261561854,1
"DDX21",0.331183388932064,1
"NADK",0.613891153794351,1
"S100A11",0.0691373519244655,1
"TNC",3.80923070864014e-12,3.90033023871735e-09
"ZNHIT1",0.390340152645785,1
"ENAH",0.000550193723414805,0.0835253550928401
"ST6GAL1",0.0149345865678647,0.99544660143673
"SCAMP2",0.626956036728071,1
"GPX4",0.00114197876510108,0.14733677439563
"RPL36",2.05391259555654e-15,4.11843937784441e-12
"PLGRKT",0.18265570541638,1
"PLD3",9.20396642345445e-07,0.000303378032917983
"NADK2",0.0756221172593597,1
"PDP1",0.0625653808087593,1
"DDX23",0.494062679203381,1
"CXCL10",3.70571900074612e-05,0.00857375581735857
"RPL36AL",0.619568062339433,1
"RPL41",5.55111512312578e-17,1.6696375856126e-13
"VMA21",0.598381395197479,1
"FUCA2",0.0219263643993469,1
"PSMD3",0.00138285705039604,0.167207663163004
"NDUFB6",0.127909396588913,1
"CLEC3A",7.46624984060418e-14,1.08880608613282e-10
"ILF3",0.277222265596418,1
"HIST2H2AA3",0.516242787027771,1
"SSR2",0.0530867241549786,1
"EIF3B",0.00284045014507772,0.290542395967069
"TRAPPC3",0.23967779166607,1
"HSPA8",0.0157331015532655,1
"NRBP1",0.0630822392251175,1
"SPCS3",0.0250829586257574,1
"HSP90B1",0.510977755434465,1
"CXCL14",0.000853852208714645,0.119103787506323
"TWF2",0.75908415310609,1
"C1GALT1C1",0.92783640126054,1
"RPS2",0.00108774314414301,0.142308242624341
"ADIPOR1",0.0948572464377096,1
"CHCHD1",0.52551363896228,1
"ALDH7A1",0.0155075416592559,1
"YWHAZ",7.04997237524485e-05,0.0151461187709348
"LAMP1",0.0157734035932627,1
"MDH1",0.32258799264121,1
"PRSS23",1.54876111935209e-14,2.66187935077666e-11
"COL5A2",8.28398460939184e-12,8.30538955128512e-09
"ZDHHC6",0.271290067091053,1
"CDC16",0.573396670474537,1
"DR1",0.165246317123332,1
"EFTUD2",0.694773653200133,1
"DAB2",0.328141619883308,1
"CHPF",0.0775753747572812,1
"SAP30BP",0.321531439158292,1
"GPAA1",0.000204719046257407,0.0358251087125689
"FTSJ3",0.794363451023422,1
"AGAP3",0.469349057541444,1
"POSTN",5.55111512312578e-17,1.6696375856126e-13
"STARD10",4.05231403988182e-14,6.29076354837263e-11
"IL13RA1",0.173827197473166,1
"RPL10A",0.00884057663461657,0.686200238830238
"RPLP0",2.98180549995752e-06,0.000902493636423617
"MED29",0.0327956101362421,1
"DBI",1.74825515730781e-08,8.99562313832949e-06
"ARHGDIB",0.417324227822017,1
"UBR2",0.41803776835884,1
"AIG1",0.165481490184838,1
"SLC40A1",0.568871295472762,1
"XPR1",0.838313225702703,1
"NPC2",0.27039909858715,1
"RAB32",0.958500820940671,1
"MRPL23",0.0402682084963885,1
"ACACA",3.16908132338423e-05,0.00754994826544526
"ARHGAP32",0.658897382231353,1
"KTN1",0.0105415556571294,0.775634226081768
"HIATL1",0.421066001101054,1
"ATF4",0.00761711376240165,0.61919964165499
"TMEM106C",0.482755699193741,1
"CPD",0.00268673601763414,0.280469753745504
"SCARB2",0.594208146803522,1
"PSMD14",0.434347980305932,1
"PIGQ",0.305057593228049,1
"THBS1",0.0710683866377377,1
"GNPNAT1",0.516922267148549,1
"RPLP2",5.91775795033556e-10,4.19068151880263e-07
"ATP6V1C1",0.568952366908755,1
"FBXO28",0.218714724361871,1
"MRPL13",0.052487516568842,1
"JTB",0.195740608664068,1
"PQLC1",0.552166317772924,1
"VIMP",0.396776280799488,1
"SMG7",1.96515176287826e-05,0.00500375747967134
"CYB561D2",0.273677439377981,1
"ARF1",0.0108010464259917,0.788909135937169
"PPP1R2",0.386146755458154,1
"SLC9A3R2",0.0315461679285996,1
"TDP2",0.132545614351962,1
"RPS8",0.00133520509064006,0.163359360926085
"HNRNPD",0.214137501925292,1
"DHRSX",0.276437319623959,1
"AP2M1",0.343895186020744,1
"CHMP4B",0.409913440405396,1
"EIF2AK2",0.229906449306109,1
"FAM160B2",0.18408663817401,1
"TSPO",0.182612291653082,1
"FNBP1",0.807873405565989,1
"DCTN2",0.443315415670481,1
"PPT1",0.461676000276037,1
"DUSP1",0.168584345421718,1
"BET1L",0.167464802526456,1
"FDFT1",0.139783396658079,1
"ADNP",0.434088122084525,1
"SPINT2",2.40943376361713e-11,2.27356186932461e-08
"U2SURP",0.0110116491218179,0.795645826512401
"LAMA2",0.000906273173684136,0.124255027406752
"TXNL4A",0.037143778009276,1
"GSPT1",0.00183923574967015,0.211244464808503
"SEPW1",0.372756962533133,1
"WDR43",0.774737103426197,1
"PSMC4",0.474460686506457,1
"RAD9A",0.00158508493576975,0.186962426817081
"MUC1",0.00125002422378029,0.156656769305012
"KDM2A",0.703116781771807,1
"COX6B1",4.22815282785649e-10,3.29126845874102e-07
"LGALS3",1.22668221858024e-07,5.13329461966854e-05
"CISD2",0.912417041941057,1
"NFIC",0.33194106825226,1
"ROMO1",7.11321390678421e-10,4.82135912163485e-07
"XBP1",5.76467817925419e-10,4.19068151880263e-07
"RPL27",0.00625640347621242,0.532890848492148
"NOL9",0.365526375073817,1
"TRPC4AP",0.0214588979539382,1
"DHCR24",0.00133745225214416,0.163359360926085
"LAMA5",0.199135929399056,1
"ZDHHC12",0.0525648072319546,1
"RNF130",0.139661737101088,1
"RAP1B",0.00722099541100674,0.600178545161047
"ADIRF",2.21211266360211e-07,8.87131411698518e-05
"AAK1",0.073042103780912,1
"PFDN2",0.00242009389743397,0.258810364227722
"CST3",4.24026536105515e-10,3.29126845874102e-07
"RPL3",4.9092285792085e-11,4.45758204471862e-08
"ZFP36L2",0.117075681437269,1
"SDF4",0.000780460926360138,0.111450809023578
"RPL8",6.82387868433665e-10,4.69132173711581e-07
"SNRPD1",0.17565977808726,1
"AAR2",0.869610448618824,1
"API5",0.376287414586346,1
"PLP2",0.676514018645254,1
"SRI",0.363252148498594,1
"TACC1",0.744305543267958,1
"ACLY",0.021454715590056,1
"TRIQK",0.0435622417398942,1
"RPL18A",1.66533453693773e-16,4.21803179523183e-13
"RHOC",0.00100696019313473,0.134235400154282
"RPL14",0.01043118290529,0.771106800438912
"GON4L",0.868604194082021,1
"CCT5",0.0819514471627888,1
"HADH",9.74681393300925e-06,0.00263862694453086
"MRPL24",0.119959783583803,1
"PTMS",0.00291916228620942,0.294628383724767
"ATP6V0C",0.13850717484078,1
"RPS15",5.92149829170552e-10,4.19068151880263e-07
"UBE2D3",0.961125037603401,1
"SCD",2.33842449213761e-05,0.00577099503806792
"JUP",0.367185817416466,1
"PHKB",0.410692287607748,1
"NBL1",0.0191096731979878,1
"RPL38",0.401366972526028,1
"SCCPDH",0.313829250049937,1
"STAT1",9.65071805804629e-05,0.0188793258437431
"LRRC75A",0.0329424658767579,1
"ERBB2",2.8950939605088e-06,0.000887411335869121
"SERPINA3",0.00198931328215918,0.223486107860534
"CNN2",0.111246311990726,1
"GLB1",0.640657410350476,1
"PIEZO1",0.442628583493562,1
"PBRM1",0.89969457503922,1
"RMDN1",0.4270589026176,1
"RPS24",0.560916650375943,1
"FSCN1",0.458896105227141,1
"EMILIN1",0.021666097586656,1
"FBXO9",0.32538099127798,1
"ARL6IP4",0.00411528975095643,0.389085097869317
"RPL35",1.46244127918749e-12,1.67568008354148e-09
"FAM173A",0.0568040412546578,1
"SNRNP70",0.0317112851739616,1
"RALY",0.00350362178208219,0.339936268158923
"KIF22",0.617194218770506,1
"RPS28",0.334228966399392,1
"FZD1",0.0295035016006536,1
"GCSH",0.254687552687158,1
"VPS41",0.185854462826556,1
"SOX4",0.0686069098853496,1
"STARD3",0.00299978982141358,0.30195218696468
"UBE2D2",0.634128800174522,1
"SEPHS2",0.422416750510801,1
"DNAJA1",0.41042965666024,1
"EEF2",0.000437439863489986,0.0690208779426775
"BTF3",0.258583173749488,1
"ANAPC1",0.830928518627998,1
"ITGA6",0.839904483334859,1
"AIMP1",0.343095199059531,1
"PABPC3",0.273147724827482,1
"CERS2",5.59827784130107e-09,3.28550821485067e-06
"TMEM50A",0.122460596951261,1
"HNRNPH1",0.567466397771401,1
"NDUFS2",0.00292032375490925,0.294628383724767
"DYNLT1",0.135247827113996,1
"COX7B",0.185643823365412,1
"CBWD2",0.217207556196535,1
"PTEN",0.267756011526057,1
"SERINC1",0.332166930233003,1
"CCS",0.0235349031266665,1
"THOC2",0.223869854237027,1
"PTMA",0.0739308938546376,1
"ITFG1",0.3997206365183,1
"KLF6",7.85860733998334e-06,0.0021610733216665
"SF3B3",0.526305435777197,1
"ALCAM",0.167199585584212,1
"BCL2L11",0.488490648396018,1
"MTHFR",0.492273239799423,1
"C11orf31",0.331602525299968,1
"OXA1L",0.363809533546268,1
"LSS",0.0678893211001218,1
"IDI1",5.11118892682072e-06,0.00148175297336229
"NDUFS1",0.438115741965886,1
"KMT2C",0.467951501562547,1
"RBM42",0.112717181896983,1
"RAB7A",0.358401742061428,1
"NDUFB11",0.0871022902937526,1
"RHEB",0.543876704483635,1
"SRM",0.0642046811478425,1
"ATP1B3",0.14138480602027,1
"TBC1D9B",0.144531140600248,1
"IFNGR1",0.00560317707644992,0.489378302254108
"UBE2A",0.636446636327905,1
"PMPCB",0.451556020319908,1
"NIPBL",0.205453166343521,1
"ARF4",0.16562146648112,1
"CCT7",0.427018310899466,1
"GADD45GIP1",0.000182919852660168,0.0327243119559387
"MYDGF",0.273491759167767,1
"PPAP2C",0.375941788465791,1
"RPN2",9.06904940034536e-10,5.89782672440978e-07
"RPS18",1.38777878078145e-15,3.03570470111382e-12
"EIF4EBP2",0.185081315022707,1
"CKS1B",0.336433111812858,1
"RUNX1",0.0637756719420062,1
"RPL37A",1.72805460008085e-06,0.000547111487614439
"CERS6",0.623160328172202,1
"ZNF90",0.0576034498881268,1
"WWC1",0.567442467430708,1
"RPL31",0.162387171450085,1
"CHMP1B",0.65202600408694,1
"PFDN5",0.00146350688102742,0.175198618309423
"GMFB",0.226915081814225,1
"KIF13A",0.385884614542265,1
"CBX3",0.112322576333207,1
"CITED2",0.426695683768908,1
"ETV6",0.182126578012479,1
"PRKCSH",0.0426825023149403,1
"TMSB10",0.0806239257121352,1
"CALR",0.437838024085624,1
"CMPK1",0.64225746275206,1
"GPATCH2",0.631650254118055,1
"RPS6",0.0612589999587342,1
"TAX1BP1",7.01484834109145e-08,3.04128604057041e-05
"BHLHE40",0.6031746048596,1
"MAN2B2",0.474491415566848,1
"S100A14",0.000110305203767092,0.0209815438617689
"TNS1",0.312198093037174,1
"PGP",0.412115071438018,1
"SLC39A13",0.655681042453417,1
"CA12",0.671320271192104,1
"IFT52",0.259892714860568,1
"PROM2",0.086154960694762,1
"RPS7",0.00745990156382403,0.610830033634891
"LSM4",0.00243431508992897,0.259753979940433
"FEM1C",0.72979166631331,1
"PVRL2",0.340602381178748,1
"RAP2A",0.0066158967870521,0.555643272550504
"TCEAL8",0.199863277336661,1
"PAK2",0.348107470939055,1
"RPL24",0.0787039656628328,1
"RNF166",0.509444418192323,1
"ARID4B",0.0708228114310995,1
"RAD23B",0.0997196423275438,1
"C1R",8.7657544859121e-05,0.0180274959391132
"HSPA1B",0.117141701860313,1
"CISD3",5.31643366386003e-07,0.000188123674140767
"ST6GALNAC4",0.429723293054305,1
"DPY19L3",0.576610630077574,1
"ENPP5",0.031214129408602,1
"TOMM7",0.51338949678328,1
"ZFAND3",0.601768593141198,1
"CASZ1",0.116413485188062,1
"SHROOM3",0.637443188603563,1
"CCND2",0.106958100645117,1
"RPL32",0.00138803746664434,0.167413414611372
"HNRNPR",0.344897226733123,1
"TBCA",0.361358036188328,1
"YDJC",0.645598451047874,1
"COA6",0.0326614782697766,1
"MOGS",0.0967108813853544,1
"MDM4",0.436503542620466,1
"CREB3L1",0.0879347969618554,1
"SEPHS1",0.821786461869844,1
"EIF4G3",0.0930500181956448,1
"USP33",0.673616024268146,1
"GIT1",0.00626818345350499,0.532950935234224
"SERTAD3",0.487584946769026,1
"FLNA",0.00544209043133731,0.48022859379085
"TOMM40",0.38677199408224,1
"FGFR1",0.0753379337779951,1
"AHNAK",0.0852587289688707,1
"DDR1",0.315714356374936,1
"OSBP",0.123200373502015,1
"ATP5E",0.0583883638611848,1
"SEC13",0.518091647050732,1
"ZNF532",0.508091118130129,1
"FIS1",0.0121669742139734,0.851384273982585
"TP53INP2",2.01049632497785e-08,9.97455456634754e-06
"KPNA3",0.0739876965814729,1
"CBWD7",0.0569257922561995,1
"SNX7",0.41156231400607,1
"PIGT",9.7596902431385e-06,0.00263862694453086
"SPOPL",0.0709799997903293,1
"CUEDC2",0.0850717238682426,1
"SMC1A",0.452234259562621,1
"SPRED2",0.285430771836296,1
"VAV3",0.131160083668098,1
"RPN1",0.0876925581763651,1
"TUBA1A",0.440803444662051,1
"COX7C",0.0467551321504239,1
"COA3",0.833719137992906,1
"CDC42",0.771438228577051,1
"MRPL12",0.00138221281780199,0.167207663163004
"ADI1",0.372494814946214,1
"UBP1",0.146322314890685,1
"RNF11",0.157081691743396,1
"NEBL",0.0138133161539315,0.947222506607623
"RARRES3",0.60546696044257,1
"PRKAR2A",0.268031107211668,1
"PSMD1",0.134558640156498,1
"SAFB2",0.169850243258254,1
"ALDH18A1",0.296745866834489,1
"SLC11A2",0.852764066178272,1
"SCAND1",4.89307303008779e-08,2.20069512419693e-05
"HLA-B",5.55111512312578e-17,1.6696375856126e-13
"EIF1",0.622664593623329,1
"GRINA",7.86559650745033e-10,5.25728025243146e-07
"KPNB1",0.435964550669626,1
"HNRNPL",0.0909828615782676,1
"BLVRB",7.35354884801032e-06,0.00205745571407428
"FAM213A",0.210946630876737,1
"CD2BP2",0.525213690273475,1
"HGS",0.0528013277591223,1
"SSR1",0.372659633117268,1
"RAE1",0.372878257568588,1
"PRMT1",0.0982051589015194,1
"GHITM",0.304329508286324,1
"AQP1",0.00188564668088798,0.215035335684153
"COL18A1",0.0994646857684324,1
"COL6A1",1.68458688217243e-05,0.00438211375621722
"MGST3",7.61124878562169e-06,0.00211724821710537
"MAP2K2",0.0225230720745653,1
"NPLOC4",0.486043968366833,1
"TIMM10",0.477826278770134,1
"HCCS",0.274281392073561,1
"TSTD1",0.000607389296620797,0.0910592488158583
"SSR4",9.05568207643093e-08,3.89103471562707e-05
"B4GALT5",0.672302933719417,1
"MMP14",2.54189779881342e-05,0.00614705317251776
"CLDN4",0.0704183031509673,1
"GLUD1",0.229716365424671,1
"TAOK1",0.0028034788427897,0.288279254997422
"HMGXB3",0.904693468030697,1
"ZFP36",0.00151253636648568,0.180171635740427
"STK38L",0.0208900350549696,1
"TRADD",0.423502069090922,1
"ACTR3",0.0565918983540629,1
"EIF4G1",3.86419140407934e-07,0.000144304670534247
"COMMD7",0.810338849974924,1
"EML4",0.0101840941217203,0.756326573781144
"HSPB1",0.179674519469939,1
"PSMB8",0.544902829075048,1
"GNAQ",0.579731958698282,1
"XRCC6",0.189205994360413,1
"H2AFZ",0.0074388162832128,0.610830033634891
"SPARC",5.55111512312578e-17,1.6696375856126e-13
"FAM129B",0.101500626068616,1
"COL12A1",5.55111512312578e-17,1.6696375856126e-13
"MPDU1",0.05600284131563,1
"AC006386.1",0.484855068981176,1
"YWHAB",0.13188327569719,1
"TP53INP1",0.385151266604234,1
"RPL36A",0.227048152720555,1
"NBPF26",0.593507895318694,1
"COMMD3",0.199347274113708,1
"WDR74",0.133631668120748,1
"PTPRS",0.0765438535991809,1
"PDPN",7.34058761369671e-05,0.0157003838236255
"ARHGEF12",0.298249941427896,1
"BPTF",0.875955321155876,1
"PPCS",0.487038349812092,1
"EPB41L5",0.3452050839991,1
"NDUFB4",0.477242467602935,1
"GIPC1",0.577419385600383,1
"DNAJB2",0.334484297589274,1
"CARS2",0.11453606747679,1
"VOPP1",0.407404873128908,1
"TTC8",0.0789306881839689,1
"SS18",0.694443702521757,1
"PRCP",0.60276491978289,1
"CNIH1",0.248495548139102,1
"TRAPPC12",0.681248636415863,1
"EIF6",0.00936325214765393,0.715226899734458
"AKAP1",0.257815196125087,1
"RPL30",0.00010665550855804,0.0205307702659476
"CPNE1",0.0541407993075213,1
"RBM38",0.843957960331316,1
"PCOLCE",0.00767338229949222,0.621903694127832
"EP300",0.478405588673873,1
"RPS3",0.000167912731612652,0.0303783339047285
"FAAP20",0.185959499887841,1
"EGR1",0.00883925773761957,0.686200238830238
"EIF2S3",0.827185379276316,1
"ATP5C1",0.812658664664331,1
"C4A",0.00201344254700397,0.224814300143177
"RPS20",0.226464989938253,1
"IFITM3",0.485482290981387,1
"RETSAT",0.114122522183835,1
"TP53I13",0.00012787976034323,0.024133682474696
"CNIH4",0.548614813548828,1
"ATP6V0E1",0.60725858988223,1
"HNRNPF",0.00537693069909168,0.477416158273703
"PMF1",0.0639064887969188,1
"RWDD1",0.228019869966579,1
"RNH1",0.177548085802624,1
"UBB",0.00545850082672555,0.48022859379085
"IMPA2",0.438481973138339,1
"HERPUD1",0.0780793650836226,1
"WBSCR22",0.00561443812871693,0.489473499501112
"LTF",0.0371034893194405,1
"TGOLN2",0.217173797346311,1
"PHF20",0.378872051637343,1
"EIF5A",0.0213981724515432,1
"MGST1",0.000277664817792733,0.0465587079095138
"TCP1",0.202180218947032,1
"CPSF6",0.560504742592059,1
"OCIAD2",0.676563094391184,1
"RRM2B",0.243813984440777,1
"INF2",0.0951875666942131,1
"SOGA1",0.288004698386656,1
"PGM3",0.528283874263339,1
"GGCX",0.718362535232234,1
"TMEM87B",0.136082604727815,1
"BBX",0.383881140482831,1
"DAPK3",0.0429345879718768,1
"MUL1",0.256595038386955,1
"CDK7",0.0939203074546832,1
"NIT2",0.740816132479012,1
"MTDH",0.101234829023951,1
"DSP",0.306151855274398,1
"SON",0.208622139530615,1
"LFNG",0.179218864769466,1
"CTTN",0.373547011156494,1
"UBE2S",0.285803635627342,1
"ADGRG1",0.016228293490208,1
"PKP3",0.118945029678005,1
"TGIF1",0.432471598615289,1
"SIRT2",0.00961159944289286,0.727278098218274
"TATDN1",0.287073208068913,1
"GALNT6",0.593049835181428,1
"C5orf63",0.0167464175162837,1
"MRPL45",0.516082989038312,1
"ATP6AP2",0.207586321784725,1
"RPSA",0.00241211640769856,0.258531748266334
"RPS19BP1",0.0173764839234868,1
"ANXA2",1.53893398024962e-10,1.3224946484803e-07
"GGA2",0.791797754577533,1
"FCHO2",0.409249029648132,1
"DCAF6",0.0412543920080632,1
"CRIP2",0.0081998337523872,0.647526926963146
"EDF1",0.969361481384538,1
"UBTD2",0.121454183198097,1
"EIF1AX",0.61127719340461,1
"SAMD4B",0.648461417309265,1
"GPR160",0.00250176301662491,0.265772430009009
"PTK2",0.141857129765769,1
"P4HB",0.0676486778459995,1
"RABAC1",0.00533709875570149,0.475634600495947
"ZNF12",0.864113732705812,1
"PAFAH1B2",0.302198683556419,1
"BLMH",0.595658578398716,1
"IQGAP1",0.0117120942754682,0.8288722652412
"LGALS7",0.309175315390685,1
"PNRC2",0.302180584330086,1
"CD74",2.57993561149639e-05,0.00620784454275809
"ATP2C1",0.395108689135854,1
"SEL1L",0.146124103981363,1
"ECH1",0.025607155677457,1
"RPL23",0.0015275300227896,0.181508385083799
"MYH9",0.49150125223766,1
"GNAS",0.00010985955707532,0.0209796995382133
"GOLGA8B",0.13523323859315,1
"ETNK1",0.0121894156027456,0.851384273982585
"SPIRE1",0.551923260809356,1
"RPL28",1.02418074021671e-13,1.40822004363668e-10
"HSPA5",0.393982030066842,1
"FAM177A1",0.926860663753899,1
"NDUFB9",0.00108375958212675,0.142308242624341
"KLHDC9",0.0689444585047687,1
"FO538757.2",0.166963608599537,1
"RPS27A",0.174803931085718,1
"RPLP1",6.24970386275958e-07,0.000217942693492618
"PHC3",0.560380346371814,1
"COL3A1",5.55111512312578e-17,1.6696375856126e-13
"MMP11",3.92639359914071e-07,0.000145349131782929
"UQCC3",0.144407840614243,1
"HMGA1",0.0556302482323761,1
"MOB1A",0.06277303534663,1
"RCN2",0.355954036406706,1
"GBAS",0.196834902169361,1
"NFAT5",0.12273552695281,1
"NDUFA1",0.260962406598784,1
"RTCB",0.841313414695424,1
"DMKN",0.124163128933436,1
"CHD1L",0.155085080615739,1
"CD9",0.00102606393682236,0.1360284532547
"RPS12",0.0230957560527577,1
"G3BP2",0.557348351253811,1
"APTX",0.251294855172305,1
"PURB",0.590699096083504,1
"ARHGAP29",0.300108681518272,1
"SLC25A3",0.570210348957886,1
"SF3B1",0.118307270036814,1
"UBA3",0.255840942740395,1
"RPL5",0.208631607319479,1
"PPIE",0.0757279095275288,1
"SUPT6H",0.0847205747231453,1
"DNASE2",0.304594441423591,1
"TRAPPC5",0.894516958785866,1
"HADHA",0.35546877411674,1
"FBRS",0.0969318685191334,1
"PCMTD2",0.445989142791775,1
"CAP1",0.287269260385146,1
"RC3H2",0.241998848601228,1
"VAMP8",0.0346901216342616,1
"SYNRG",0.100834017326518,1
"GGNBP2",0.152055904639447,1
"ERBB3",0.263153470220868,1
"MLF1",0.470782028398361,1
"EEF1D",0.000326242117018982,0.0532206251741237
"PGAP3",0.00317049120742474,0.316549386430567
"S100A9",0.0820850269430238,1
"MGP",1.38913043862265e-06,0.000445946702728594
"CHMP3",0.383410629457242,1
"TPM2",0.0272358510448492,1
"AUP1",0.528853099313596,1
"COX4I1",0.0694000292545066,1
"ASNA1",0.00550428010475346,0.483372489073759
"NDUFA11",4.88248565057581e-05,0.0110832486298244
"MTRNR2L1",0.293732003685519,1
"ARHGAP23",0.0344713495411302,1
"UBE2B",0.132944814809155,1
"RPL23A",0.0562913828803726,1
"FTL",1.94042276691064e-08,9.72718307268715e-06
